Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_30518,USER_2817,193.29600000000002,Online,2023-06-21 01:22:00,696.66,Mobile,Mumbai,Clothing,0,0,7,270.07,1,Amex,15,3932.35,Biometric,0.8747,0,1
TXN_31717,USER_4723,99.192,Bank Transfer,2023-12-30 05:19:00,20605.48,Mobile,Tokyo,Electronics,0,0,9,221.36,3,Mastercard,35,1695.52,PIN,0.873,0,1
TXN_8074,USER_1667,223.10399999999998,Bank Transfer,2023-12-02 13:34:00,84983.76,Mobile,Mumbai,Clothing,0,0,6,265.55,0,Discover,48,1414.54,OTP,0.7156,0,0
TXN_4003,USER_1870,107.34,Bank Transfer,2023-11-29 00:46:00,50632.17,Laptop,Tokyo,Restaurants,0,0,12,418.36,4,Discover,9,2983.6,Password,0.3555,0,1
TXN_33700,USER_4109,164.33999999999997,Online,2023-06-04 22:47:00,63840.79,Mobile,Tokyo,Electronics,0,1,4,454.02,3,Amex,214,1744.62,Biometric,0.8514,0,1
TXN_2072,USER_6926,553.044,Online,2023-07-21 19:53:00,48410.29,Mobile,Mumbai,Groceries,0,1,3,300.53,2,Visa,16,1880.29,PIN,0.756,1,0
TXN_46285,USER_3600,55.464,Online,2023-08-01 16:10:00,59386.39,Tablet,Sydney,Electronics,0,0,3,255.1,3,Discover,127,1945.98,Password,0.5566,1,0
TXN_30639,USER_3248,5.316,ATM Withdrawal,2023-10-30 04:54:00,94196.82,Mobile,Mumbai,Groceries,0,0,13,405.08,0,Discover,204,497.05,Biometric,0.4783,0,0
TXN_40669,USER_7981,409.488,Online,2023-11-20 10:36:00,38766.51,Mobile,Tokyo,Clothing,0,0,14,220.56,2,Visa,201,688.21,PIN,0.7321,1,0
TXN_1738,USER_4683,84.55199999999999,Bank Transfer,2023-03-28 21:36:00,74430.85,Mobile,Sydney,Travel,0,0,11,244.89,0,Discover,222,1590.92,Password,0.9121,0,1
TXN_20087,USER_7697,225.612,Bank Transfer,2023-12-08 20:02:00,27519.13,Mobile,Sydney,Clothing,0,0,11,60.43,0,Amex,6,786.6,Biometric,0.6993,1,0
TXN_44875,USER_5744,158.316,Online,2023-07-03 04:41:00,17511.42,Mobile,New York,Groceries,0,0,2,435.56,4,Amex,38,3502.23,PIN,0.8828,1,1
TXN_11137,USER_3925,15.024,ATM Withdrawal,2023-03-25 19:09:00,7828.29,Mobile,Tokyo,Restaurants,0,0,3,426.96,2,Discover,125,1287.16,Password,0.4463,0,0
TXN_43927,USER_3317,118.28399999999999,ATM Withdrawal,2023-04-20 12:41:00,31547.84,Tablet,Mumbai,Electronics,0,0,2,419.32,3,Discover,167,2445.56,Biometric,0.3702,0,0
TXN_18867,USER_2753,278.988,ATM Withdrawal,2023-03-30 11:25:00,2654.55,Tablet,Mumbai,Restaurants,0,0,14,18.97,4,Amex,26,3999.1,Password,0.7681,0,1
TXN_26171,USER_3928,192.15599999999998,Online,2023-03-25 23:23:00,86202.86,Mobile,Mumbai,Groceries,0,0,5,202.31,1,Discover,224,264.84,Biometric,0.7029,1,0
TXN_3090,USER_5009,173.388,Online,2023-10-16 15:16:00,30237.54,Laptop,London,Clothing,0,0,3,304.53,4,Mastercard,172,1823.09,PIN,0.6827,1,1
TXN_6955,USER_5259,49.464,Bank Transfer,2023-06-18 11:22:00,28586.79,Mobile,Mumbai,Groceries,0,0,11,33.4,2,Amex,173,636.23,PIN,0.0026,0,0
TXN_7138,USER_4863,106.728,Bank Transfer,2023-10-23 10:33:00,45970.19,Mobile,Tokyo,Clothing,0,0,3,458.9,2,Discover,227,126.46,Biometric,0.1459,0,0
TXN_36754,USER_1087,13.824,Online,2023-06-02 19:13:00,14740.97,Laptop,New York,Groceries,0,0,8,227.75,1,Discover,105,3081.84,Password,0.1646,0,0
TXN_19718,USER_9572,66.36,ATM Withdrawal,2023-11-19 04:44:00,60154.37,Mobile,Mumbai,Restaurants,1,0,1,421.62,3,Discover,64,2098.3,OTP,0.3029,0,0
TXN_39014,USER_6753,6.156,ATM Withdrawal,2023-08-28 15:38:00,53520.69,Mobile,Mumbai,Travel,0,1,4,136.24,0,Discover,92,2339.31,Biometric,0.8598,1,1
TXN_14775,USER_8015,7.476,ATM Withdrawal,2023-04-12 04:11:00,81727.61,Laptop,Mumbai,Electronics,0,0,9,210.54,3,Discover,133,3765.24,PIN,0.8348,1,0
TXN_7158,USER_7017,291.924,ATM Withdrawal,2023-10-12 17:50:00,84514.29,Tablet,Mumbai,Electronics,0,0,12,172.77,4,Visa,168,1058.48,PIN,0.8454,0,1
TXN_31169,USER_9579,29.112000000000002,Online,2023-01-27 11:11:00,99800.63,Mobile,London,Groceries,0,0,7,244.8,3,Visa,135,1562.44,OTP,0.6628,0,0
TXN_9686,USER_2446,126.036,POS,2023-07-14 07:43:00,23596.43,Mobile,Mumbai,Travel,0,1,5,328.45,0,Mastercard,40,2075.29,Biometric,0.9752,1,1
TXN_43999,USER_5683,122.172,POS,2023-01-11 13:58:00,66682.1,Laptop,Tokyo,Groceries,0,0,1,74.38,1,Discover,118,4441.94,OTP,0.8703,0,1
TXN_28656,USER_9327,649.356,Online,2023-01-30 08:04:00,45825.34,Tablet,Tokyo,Groceries,0,0,9,423.97,1,Visa,117,1882.46,Password,0.1984,1,0
TXN_22621,USER_4491,282.9,ATM Withdrawal,2023-07-29 07:01:00,7476.6,Mobile,Tokyo,Restaurants,0,0,10,23.87,2,Discover,192,2155.01,Biometric,0.2493,0,0
TXN_43518,USER_2558,58.596,Online,2023-10-30 06:45:00,24959.09,Tablet,Tokyo,Electronics,0,0,7,208.43,2,Mastercard,153,1574.69,Password,0.4537,1,0
TXN_8851,USER_1025,51.827999999999996,Online,2023-11-27 16:47:00,52291.78,Mobile,Mumbai,Travel,0,0,2,235.55,3,Discover,228,1381.09,Password,0.6141,1,0
TXN_26080,USER_4180,156.864,Online,2023-08-05 22:30:00,50583.99,Mobile,Mumbai,Travel,0,0,4,213.83,0,Visa,119,3598.62,Password,0.9993,1,1
TXN_9063,USER_5861,42.66,Online,2023-06-21 12:49:00,39897.75,Laptop,Mumbai,Travel,0,0,10,483.3,3,Amex,206,4750.37,OTP,0.7632,0,0
TXN_31538,USER_8600,147.636,ATM Withdrawal,2023-01-21 15:51:00,7271.02,Tablet,Mumbai,Groceries,0,0,2,311.44,0,Mastercard,238,815.3,Biometric,0.9018,0,1
TXN_6919,USER_5656,299.364,POS,2023-10-01 03:50:00,91413.61,Tablet,Sydney,Restaurants,0,0,10,185.25,1,Visa,132,4584.22,PIN,0.6678,1,0
TXN_28650,USER_1000,230.244,Online,2023-04-26 23:17:00,4201.83,Laptop,Mumbai,Electronics,0,0,7,357.91,2,Discover,14,3616.72,OTP,0.1897,0,0
TXN_875,USER_9669,99.264,ATM Withdrawal,2023-09-29 07:23:00,51678.09,Mobile,London,Restaurants,0,0,3,86.8,0,Amex,189,1668.03,OTP,0.5907,0,0
TXN_47887,USER_8923,49.488,Bank Transfer,2023-06-10 11:30:00,22395.92,Mobile,Tokyo,Clothing,0,0,2,492.69,1,Mastercard,44,1436.66,PIN,0.7707,0,0
TXN_41315,USER_4734,138.348,ATM Withdrawal,2023-03-23 14:42:00,93238.57,Tablet,New York,Clothing,0,0,14,188.15,2,Amex,97,406.2,Biometric,0.2584,0,0
TXN_43028,USER_9524,11.04,ATM Withdrawal,2023-09-20 04:06:00,1687.85,Mobile,London,Travel,0,1,13,74.6,1,Mastercard,92,4425.83,OTP,0.1681,0,0
TXN_12646,USER_7042,9.036,POS,2023-09-24 19:49:00,60150.22,Laptop,Mumbai,Restaurants,0,0,11,489.89,1,Mastercard,209,3564.59,Biometric,0.267,1,0
TXN_8363,USER_8938,30.24,Online,2023-11-05 17:30:00,25386.89,Tablet,Mumbai,Restaurants,0,0,10,87.03,1,Discover,19,158.02,Password,0.3047,1,0
TXN_6941,USER_4845,195.19199999999998,Online,2023-01-29 20:31:00,57359.75,Tablet,New York,Restaurants,0,0,2,10.46,2,Mastercard,152,2790.99,OTP,0.2853,0,0
TXN_45679,USER_5583,41.843999999999994,Bank Transfer,2023-03-06 07:19:00,89398.22,Mobile,Mumbai,Groceries,0,1,13,493.15,2,Discover,40,2963.27,PIN,0.7432,1,0
TXN_5451,USER_1723,260.376,Online,2023-08-02 22:12:00,6675.89,Mobile,Mumbai,Restaurants,1,0,3,394.73,1,Discover,160,3112.88,PIN,0.586,0,0
TXN_28633,USER_9946,72.708,Online,2023-12-07 22:04:00,77638.08,Mobile,New York,Restaurants,0,0,8,82.54,2,Discover,118,3014.88,OTP,0.8694,0,1
TXN_6219,USER_1726,371.29200000000003,Online,2023-11-20 01:27:00,65396.1,Mobile,Sydney,Clothing,1,0,1,329.83,2,Mastercard,64,717.6,Biometric,0.5442,1,0
TXN_14577,USER_2925,215.496,Bank Transfer,2023-07-13 17:29:00,92700.07,Tablet,Mumbai,Clothing,0,0,7,306.2,2,Visa,183,2618.44,Password,0.4291,0,0
TXN_31469,USER_5109,51.791999999999994,POS,2023-12-19 18:39:00,99790.82,Mobile,Mumbai,Clothing,0,0,1,109.34,3,Amex,226,2568.99,PIN,0.2948,0,0
TXN_28177,USER_2861,118.52399999999999,Online,2023-11-02 20:22:00,33899.18,Mobile,Mumbai,Electronics,0,0,3,382.77,3,Discover,47,2336.3,Password,0.8936,0,1
TXN_27371,USER_3981,153.936,Bank Transfer,2023-12-21 05:44:00,93505.53,Mobile,New York,Travel,0,0,2,24.67,3,Visa,14,3192.97,PIN,0.1589,0,0
TXN_26499,USER_5860,56.279999999999994,Bank Transfer,2023-11-19 10:52:00,75401.45,Tablet,Mumbai,Electronics,0,0,5,349.36,1,Amex,192,4548.97,Biometric,0.7967,1,0
TXN_8928,USER_9419,11.844,ATM Withdrawal,2023-12-02 21:51:00,22426.21,Tablet,Sydney,Electronics,0,0,7,52.15,4,Mastercard,98,2466.55,Password,0.9801,0,1
TXN_27508,USER_1752,79.164,ATM Withdrawal,2023-07-26 11:59:00,94587.74,Mobile,New York,Restaurants,0,0,13,496.26,3,Discover,230,3080.68,OTP,0.3312,0,0
TXN_30347,USER_9998,6.888,POS,2023-01-21 03:53:00,17164.18,Laptop,Sydney,Clothing,0,0,12,343.24,4,Visa,79,111.45,OTP,0.0001,1,1
TXN_23121,USER_9590,105.16799999999999,Online,2023-02-11 17:31:00,23773.15,Laptop,Mumbai,Clothing,0,0,6,126.31,4,Discover,20,2170.4,Password,0.5015,0,1
TXN_5827,USER_9276,59.44799999999999,POS,2023-03-12 19:13:00,1653.19,Mobile,London,Groceries,0,0,4,183.39,3,Visa,87,2625.01,Password,0.4209,0,0
TXN_28819,USER_5731,93.89999999999999,ATM Withdrawal,2023-11-14 02:30:00,18892.35,Mobile,Tokyo,Clothing,0,0,2,85.4,0,Visa,93,4543.68,Biometric,0.9444,1,1
TXN_24692,USER_8766,268.752,Online,2023-01-23 00:05:00,24220.08,Mobile,Mumbai,Clothing,0,0,7,321.45,0,Mastercard,86,1188.37,Biometric,0.3373,0,0
TXN_41360,USER_6304,142.008,POS,2023-09-17 22:34:00,60080.78,Mobile,Mumbai,Electronics,0,0,12,64.7,1,Visa,196,3558.9,Password,0.2771,1,0
TXN_44137,USER_6126,34.86,Bank Transfer,2023-09-13 23:49:00,48072.97,Tablet,London,Restaurants,0,0,11,475.08,1,Mastercard,150,4841.69,OTP,0.6114,0,0
TXN_40149,USER_1587,14.531999999999998,Online,2023-10-24 00:49:00,67148.89,Tablet,Mumbai,Travel,0,0,5,466.69,4,Visa,192,3681.46,Biometric,0.1437,0,1
TXN_8984,USER_2249,35.712,Online,2023-12-18 03:32:00,3824.8,Tablet,Mumbai,Restaurants,0,0,4,398.34,0,Visa,194,4202.76,PIN,0.3072,0,0
TXN_11354,USER_9756,113.35199999999999,ATM Withdrawal,2023-11-23 02:45:00,37948.73,Laptop,Mumbai,Groceries,0,1,10,473.06,3,Visa,223,3239.26,PIN,0.5672,0,0
TXN_24470,USER_8887,389.02799999999996,Online,2023-01-04 14:49:00,5350.66,Mobile,Mumbai,Electronics,0,0,10,172.61,4,Mastercard,179,3934.7,Password,0.8671,0,1
TXN_27694,USER_4463,192.36,Bank Transfer,2023-03-21 06:34:00,91131.06,Tablet,New York,Restaurants,0,0,11,475.83,3,Mastercard,103,3451.67,Password,0.862,0,1
TXN_19922,USER_6950,65.076,Online,2023-02-22 05:32:00,91391.98,Tablet,Mumbai,Groceries,0,0,4,194.3,2,Amex,82,2817.26,Password,0.4264,0,0
TXN_35099,USER_6861,86.964,Bank Transfer,2023-03-26 22:18:00,36063.73,Laptop,Tokyo,Clothing,0,0,1,440.71,1,Visa,86,1008.12,OTP,0.5787,1,0
TXN_14835,USER_1329,233.988,Bank Transfer,2023-05-03 02:44:00,33262.1,Tablet,Mumbai,Electronics,0,0,8,147.06,2,Mastercard,30,4762.23,Password,0.3548,0,0
TXN_31137,USER_3949,74.02799999999999,Online,2023-02-10 05:15:00,45621.46,Laptop,Mumbai,Travel,0,0,3,43.81,3,Discover,136,3050.34,OTP,0.1176,0,0
TXN_44766,USER_4850,77.604,POS,2023-10-22 06:24:00,62139.35,Laptop,Mumbai,Travel,0,0,4,63.94,3,Mastercard,115,171.67,Biometric,0.1192,0,0
TXN_20765,USER_5261,8.88,Bank Transfer,2023-10-10 20:34:00,23652.87,Tablet,Mumbai,Restaurants,0,0,10,347.41,2,Amex,48,835.77,Biometric,0.266,0,0
TXN_40555,USER_1215,76.24799999999999,POS,2023-11-17 09:31:00,85065.93,Tablet,Mumbai,Travel,0,0,3,64.15,1,Visa,12,517.78,PIN,0.2609,1,0
TXN_23450,USER_4620,395.568,Online,2023-12-26 11:30:00,76879.12,Mobile,Mumbai,Clothing,0,0,12,118.31,1,Discover,71,2328.94,PIN,0.5075,1,0
TXN_21195,USER_9449,2.544,POS,2023-08-02 13:38:00,27503.67,Tablet,Tokyo,Restaurants,0,0,13,152.34,1,Visa,142,2185.49,Password,0.2899,0,0
TXN_31232,USER_5159,37.512,POS,2023-12-05 07:35:00,45621.46,Mobile,Mumbai,Groceries,0,1,12,13.82,0,Visa,102,2396.57,Biometric,0.664,0,0
TXN_29036,USER_9092,12.468,ATM Withdrawal,2023-10-09 06:57:00,10643.84,Laptop,New York,Clothing,0,1,12,448.12,2,Visa,39,2197.11,Biometric,0.4808,0,0
TXN_49110,USER_8905,171.972,Online,2023-02-01 13:29:00,5589.93,Laptop,Mumbai,Travel,0,0,9,458.76,0,Discover,214,4848.78,Password,0.8999,0,1
TXN_49935,USER_4760,64.94399999999999,ATM Withdrawal,2023-04-25 10:05:00,46465.92,Laptop,Mumbai,Clothing,0,0,13,211.07,0,Discover,2,4502.87,Biometric,0.2339,0,0
TXN_1792,USER_6291,102.09599999999999,Online,2023-05-05 22:10:00,57799.49,Laptop,London,Restaurants,0,0,14,291.25,1,Discover,119,322.55,PIN,0.7248,1,0
TXN_16990,USER_4983,30.708,Online,2023-11-14 10:01:00,92662.73,Tablet,Mumbai,Electronics,1,0,14,369.55,4,Mastercard,190,1799.27,OTP,0.6811,0,1
TXN_31354,USER_2064,49.356,Online,2023-11-10 23:52:00,98833.33,Mobile,Sydney,Groceries,0,0,14,94.61,0,Visa,172,1787.6,Biometric,0.3353,1,0
TXN_13791,USER_7059,261.696,Bank Transfer,2023-09-28 18:19:00,17286.4,Laptop,Mumbai,Groceries,0,0,6,198.37,0,Visa,179,148.34,Biometric,0.0072,0,0
TXN_4316,USER_6578,89.84400000000001,Online,2023-10-17 02:42:00,84484.95,Mobile,New York,Travel,0,0,11,488.03,0,Mastercard,188,519.54,Biometric,0.8154,1,0
TXN_1059,USER_3768,47.568,Bank Transfer,2023-06-26 18:31:00,98676.62,Laptop,Mumbai,Groceries,0,0,12,38.98,3,Amex,155,736.42,Password,0.9053,0,1
TXN_10071,USER_5916,396.67199999999997,Online,2023-10-16 03:31:00,58903.81,Tablet,Mumbai,Clothing,0,0,1,187.74,4,Mastercard,23,3005.13,Password,0.5055,0,1
TXN_8229,USER_8961,66.768,Online,2023-12-23 19:53:00,17903.72,Tablet,Tokyo,Electronics,0,1,2,142.55,1,Amex,173,3032.19,Password,0.2881,0,0
TXN_39570,USER_9217,4.236,Online,2023-06-30 08:01:00,76983.73,Tablet,Sydney,Electronics,0,1,7,299.78,0,Discover,227,2550.61,PIN,0.621,0,0
TXN_49921,USER_1321,18.791999999999998,Online,2023-05-27 06:23:00,58661.75,Mobile,Mumbai,Groceries,0,0,4,195.51,1,Mastercard,183,2672.96,PIN,0.0882,0,0
TXN_5701,USER_2388,353.832,Online,2023-10-22 13:58:00,2417.24,Laptop,Mumbai,Electronics,1,0,4,487.81,0,Mastercard,18,3690.41,PIN,0.1259,1,0
TXN_36970,USER_5014,79.764,ATM Withdrawal,2023-08-21 14:49:00,80407.25,Laptop,Mumbai,Restaurants,0,0,6,106.38,2,Discover,189,796.26,Biometric,0.285,0,0
TXN_37001,USER_2939,1.9799999999999998,POS,2023-09-26 04:49:00,4320.54,Mobile,Tokyo,Groceries,0,0,5,476.56,3,Mastercard,128,1424.43,OTP,0.5817,0,0
TXN_40794,USER_2751,9.996,ATM Withdrawal,2023-09-23 02:41:00,23243.79,Laptop,London,Groceries,0,1,14,84.64,2,Visa,223,2845.47,Biometric,0.3611,1,0
TXN_42529,USER_7745,68.34,POS,2023-06-29 07:16:00,79408.57,Laptop,Sydney,Electronics,0,0,6,96.88,2,Amex,54,2470.91,OTP,0.5007,1,0
TXN_48987,USER_2084,84.75599999999999,Online,2023-03-28 05:05:00,9483.24,Mobile,Mumbai,Clothing,0,0,2,374.41,0,Visa,66,937.0,Password,0.918,0,1
TXN_13341,USER_6146,18.215999999999998,Online,2023-12-01 21:41:00,96005.24,Mobile,Mumbai,Electronics,0,1,4,249.31,3,Visa,23,1784.99,Password,0.963,0,1
TXN_42383,USER_6600,98.964,Online,2023-05-09 19:48:00,86530.15,Mobile,Mumbai,Travel,0,0,13,359.94,2,Mastercard,23,404.61,Biometric,0.8485,1,0
TXN_25487,USER_5406,238.69199999999998,ATM Withdrawal,2023-05-20 03:07:00,36489.05,Laptop,Mumbai,Clothing,0,0,5,65.65,4,Discover,93,570.14,OTP,0.3519,0,1
TXN_42920,USER_7163,42.083999999999996,Online,2023-05-24 19:10:00,67661.19,Mobile,Mumbai,Travel,0,0,12,80.05,1,Mastercard,75,3904.68,OTP,0.6808,1,0
TXN_18249,USER_2350,122.112,Online,2023-06-09 08:21:00,85806.88,Mobile,Mumbai,Electronics,0,0,13,223.95,2,Visa,67,1599.56,PIN,0.1071,0,0
TXN_25936,USER_5452,72.24,ATM Withdrawal,2023-07-06 07:38:00,13627.93,Laptop,Tokyo,Groceries,0,0,10,140.06,4,Discover,44,3443.77,PIN,0.5524,0,1
TXN_5469,USER_7230,17.184,Bank Transfer,2023-01-11 05:04:00,71881.62,Mobile,London,Groceries,0,1,9,342.61,1,Discover,238,3469.77,Password,0.2082,0,0
TXN_11531,USER_2757,118.71600000000001,Online,2023-09-21 11:53:00,31315.49,Mobile,London,Restaurants,0,0,2,330.92,1,Amex,78,110.43,Password,0.4999,0,0
TXN_10609,USER_7439,139.044,ATM Withdrawal,2023-08-03 13:49:00,16283.7,Mobile,London,Restaurants,0,1,10,37.65,3,Discover,153,4183.95,Password,0.1516,0,0
TXN_28757,USER_4689,84.13199999999999,POS,2023-11-05 11:44:00,91799.16,Mobile,Mumbai,Electronics,1,0,4,347.88,4,Mastercard,213,1652.66,Biometric,0.6198,0,1
TXN_34827,USER_3548,54.827999999999996,ATM Withdrawal,2023-10-11 09:58:00,60460.83,Mobile,Mumbai,Travel,0,0,14,313.45,1,Visa,161,114.86,Password,0.8368,1,0
TXN_4933,USER_2248,0.9119999999999999,Online,2023-05-27 17:58:00,90138.24,Mobile,Mumbai,Clothing,0,0,8,355.22,2,Amex,113,2568.39,OTP,0.7528,0,0
TXN_17557,USER_5334,188.65200000000002,Online,2023-02-06 23:57:00,14671.02,Mobile,Mumbai,Travel,0,0,3,312.91,4,Visa,239,1148.21,PIN,0.729,0,1
TXN_49380,USER_4669,218.052,ATM Withdrawal,2023-09-07 17:16:00,22681.0,Mobile,Mumbai,Restaurants,0,0,5,147.3,4,Visa,44,2083.77,Biometric,0.055,0,1
TXN_33854,USER_2625,86.11200000000001,Online,2023-09-06 04:26:00,31892.74,Mobile,Mumbai,Restaurants,0,0,8,487.35,2,Discover,219,554.39,OTP,0.3176,0,0
TXN_43530,USER_6443,51.528,Online,2023-04-29 08:04:00,79890.29,Mobile,New York,Clothing,0,0,8,273.64,1,Amex,40,2750.37,PIN,0.085,0,0
TXN_30456,USER_9096,166.908,Online,2023-09-18 17:29:00,89471.51,Mobile,London,Clothing,0,0,7,136.42,1,Mastercard,63,3160.09,Password,0.8591,1,1
TXN_7042,USER_5261,115.74,Online,2023-03-07 15:33:00,86383.26,Mobile,Mumbai,Travel,0,0,2,141.9,2,Amex,99,2314.54,PIN,0.1603,1,0
TXN_31302,USER_8246,62.532,Online,2023-03-05 21:45:00,24094.79,Mobile,London,Electronics,0,0,5,113.67,1,Visa,144,2359.66,PIN,0.073,0,0
TXN_48535,USER_8881,43.12799999999999,POS,2023-07-27 18:42:00,76205.73,Mobile,Mumbai,Travel,0,0,1,318.66,1,Mastercard,99,2997.85,OTP,0.1261,0,0
TXN_18702,USER_3644,661.4159999999999,Online,2023-11-10 08:59:00,47564.34,Laptop,Tokyo,Electronics,0,0,14,129.92,1,Mastercard,176,3650.38,PIN,0.3106,0,0
TXN_41190,USER_8405,197.16,Bank Transfer,2023-04-14 23:03:00,88337.67,Laptop,Mumbai,Clothing,0,1,14,107.79,3,Mastercard,192,471.15,OTP,0.2933,0,0
TXN_24693,USER_7147,32.724,Online,2023-10-12 04:16:00,49551.79,Mobile,Mumbai,Clothing,0,0,6,380.31,4,Mastercard,20,1466.88,Password,0.0367,1,1
TXN_41433,USER_2133,11.364,POS,2023-04-11 08:36:00,20378.66,Laptop,Mumbai,Restaurants,0,0,13,360.82,0,Amex,17,3574.3,OTP,0.2014,0,0
TXN_34389,USER_7126,49.224000000000004,POS,2023-01-14 20:14:00,86962.22,Laptop,Mumbai,Restaurants,0,0,2,318.13,1,Amex,114,1390.11,Password,0.8528,0,1
TXN_3968,USER_1307,99.672,Online,2023-12-29 18:48:00,574.14,Laptop,Mumbai,Restaurants,0,0,4,475.57,4,Amex,88,3233.48,PIN,0.086,0,1
TXN_14965,USER_9897,22.536,Online,2023-08-16 06:18:00,2128.95,Mobile,Tokyo,Clothing,0,0,8,68.27,3,Discover,199,3167.77,Biometric,0.4217,0,0
TXN_13179,USER_1130,247.66799999999998,ATM Withdrawal,2023-12-15 12:21:00,73986.97,Laptop,Mumbai,Clothing,1,0,8,308.66,1,Visa,233,1527.36,Password,0.0509,1,0
TXN_36587,USER_1523,1.92,Online,2023-10-12 06:04:00,40247.18,Mobile,Tokyo,Electronics,0,0,2,321.38,2,Amex,157,4688.13,Biometric,0.6636,0,0
TXN_19112,USER_2334,205.416,Bank Transfer,2023-10-09 15:59:00,21226.39,Tablet,Mumbai,Clothing,0,0,9,488.55,1,Mastercard,181,2073.42,OTP,0.9298,1,1
TXN_25611,USER_7071,60.57599999999999,POS,2023-07-13 12:51:00,24759.32,Mobile,New York,Travel,0,0,14,195.26,1,Visa,105,4151.73,Biometric,0.2887,1,0
TXN_20689,USER_9903,121.98,ATM Withdrawal,2023-05-19 06:34:00,1248.22,Laptop,Tokyo,Electronics,0,0,2,87.66,0,Visa,82,4941.79,PIN,0.8345,0,0
TXN_37937,USER_8996,155.064,Online,2023-09-13 11:49:00,52041.01,Mobile,Mumbai,Clothing,0,0,5,271.94,3,Visa,87,4379.42,OTP,0.1146,1,0
TXN_35363,USER_7426,140.472,Online,2023-11-01 17:49:00,15977.93,Tablet,Mumbai,Electronics,0,0,11,77.13,0,Amex,170,3574.29,Password,0.0992,0,0
TXN_27861,USER_7884,30.647999999999996,POS,2023-01-23 19:56:00,46571.69,Laptop,Mumbai,Clothing,0,0,12,247.19,1,Mastercard,27,4200.82,OTP,0.3919,0,0
TXN_9381,USER_4598,12.576,ATM Withdrawal,2023-11-26 21:06:00,1912.51,Tablet,Mumbai,Clothing,0,0,10,187.08,0,Discover,25,4749.27,PIN,0.1495,0,0
TXN_21906,USER_5909,33.888,Bank Transfer,2023-07-20 00:32:00,78464.6,Mobile,London,Electronics,0,0,6,348.34,2,Visa,175,2159.86,Biometric,0.228,0,0
TXN_14890,USER_8608,0.876,Online,2023-11-29 09:06:00,98639.45,Mobile,Mumbai,Travel,0,0,10,83.05,1,Mastercard,184,2952.78,Biometric,0.5157,0,0
